sample,domain,level,metric,estimate,se,ci_low,ci_high,unweighted_n,weighted_n
Adults 20+,bmi_status_for_sample,Healthy weight,Weekday MIMS-units,14408.343063462975,123.45644198546282,14166.368437171468,14650.317689754482,1888,39481234.3614995
Adults 20+,bmi_status_for_sample,Healthy weight,Weekend-day MIMS-units,13989.35140735727,169.56532746591873,13657.00336552407,14321.69944919047,1888,39481234.3614995
Adults 20+,bmi_status_for_sample,Healthy weight,Weekday minus weekend MIMS-units,418.99165610570753,119.20590186147011,185.3480884572261,652.6352237541889,1888,39481234.3614995
Adults 20+,bmi_status_for_sample,Healthy weight,Percent difference from weekday,0.9002001024089321,0.8851600686414622,-0.8347136321283339,2.635113836946198,1888,39481234.3614995
Adults 20+,bmi_status_for_sample,Overweight,Weekday MIMS-units,14023.955453519464,130.51175800005865,13768.152407839349,14279.75849919958,2164,48170486.054350495
Adults 20+,bmi_status_for_sample,Overweight,Weekend-day MIMS-units,13278.707523611272,121.05618549297543,13041.43740004504,13515.977647177504,2164,48170486.054350495
Adults 20+,bmi_status_for_sample,Overweight,Weekday minus weekend MIMS-units,745.2479299081929,94.60779250177053,559.8166566047227,930.6792032116631,2164,48170486.054350495
Adults 20+,bmi_status_for_sample,Overweight,Percent difference from weekday,3.2978934480281157,0.6841639268769253,1.956932151349342,4.638854744706889,2164,48170486.054350495
Adults 20+,bmi_status_for_sample,Obesity,Weekday MIMS-units,13418.20507931393,105.84238475211973,13210.754005199775,13625.656153428085,2428,52651623.9161565
Adults 20+,bmi_status_for_sample,Obesity,Weekend-day MIMS-units,12656.22025105369,99.96368347966617,12460.291431433545,12852.149070673835,2428,52651623.9161565
Adults 20+,bmi_status_for_sample,Obesity,Weekday minus weekend MIMS-units,761.984828260239,51.75203132088182,660.5508468713107,863.4188096491674,2428,52651623.9161565
Adults 20+,bmi_status_for_sample,Obesity,Percent difference from weekday,4.114564149268114,0.3813556350920788,3.3671071044876397,4.862021194048588,2428,52651623.9161565
Adults 20+,bmi_status_for_sample,Underweight,Weekday MIMS-units,13054.373847209292,415.9372847779719,12239.136769044468,13869.610925374116,109,1985139.857654
Adults 20+,bmi_status_for_sample,Underweight,Weekend-day MIMS-units,12933.812099259263,508.9998354006042,11936.172421874078,13931.451776644448,109,1985139.857654
Adults 20+,bmi_status_for_sample,Underweight,Weekday minus weekend MIMS-units,120.56174795003207,295.0726095349612,-457.78056673849187,698.9040626385561,109,1985139.857654
Adults 20+,bmi_status_for_sample,Underweight,Percent difference from weekday,-0.3115792715540997,2.322101190266788,-4.862897604477004,4.239739061368805,109,1985139.857654
